NCESSCH,LEAID,LEANM05,SCHNAM05,LCITY05,LSTATE05,LATCOD,LONCOD,MLOCALE,ULOCALE,status05
040028402094,0400284,OMEGA ALPHA ACADEMY,OMEGA ALPHA ACADEMY SCHOOL,SIERRA VISTA,AZ,31.552280,-110.299350,5,33,1
040028402095,0400284,OMEGA ALPHA ACADEMY,OMEGA ALPHA ACADEMY SCHOOL,DOUGLAS,AZ,31.348400,-109.532390,6,33,1
040028502173,0400285,"MONTESSORI HOUSE, INC.",MONTESSORI HOUSE CHARTER SCHOOL,MESA,AZ,33.461950,-111.802410,1,11,1
040028602175,0400286,ADVANCED EDUCATION SERVICES,SOLON SENIOR ACADEMY CHARTER SCHOOL,CHANDLER,AZ,33.327190,-111.911050,3,21,1
040028702174,0400287,AIR ACADEMY CHARTER HIGH SCHOOL,JOHN GLENN ACADEMY,PHOENIX,AZ,33.494650,-112.222620,1,11,1
040028802176,0400288,PREMIER CHARTER HIGH SCHOOL,PREMIER CHARTER HIGH SCHOOL,PHOENIX,AZ,33.494650,-112.222620,1,11,1
040028902231,0400289,ROLLING HILLS CHARTER SCHOOL,PAULDEN ELEMENTARY SCHOOL,PAULDEN,AZ,34.905200,-112.479000,8,42,1
040029002177,0400290,PAN-AMERICAN ELEMENTARY CHARTER,PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,PHOENIX,AZ,33.495150,-112.123140,1,11,1
040029500149,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,MT TIPTON ELEMENTARY SCHOOL,DOLAN SPRINGS,AZ,35.681060,-114.187350,7,43,1
040029500326,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,KINGMAN JUNIOR HIGH SCHOOL,KINGMAN,AZ,35.214070,-114.032410,6,33,1
040029500327,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,LA SENITA ELEMENTARY SCHOOL,KINGMAN,AZ,35.239390,-114.005510,6,33,1
040029500328,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,MANZANITA ELEMENTARY SCHOOL,KINGMAN,AZ,35.213890,-114.016930,6,33,1
040029500329,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,PALO CHRISTI ELEMENTARY SCHOOL,KINGMAN,AZ,35.192620,-114.051570,6,33,1
040029500432,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,KINGMAN HIGH SCHOOL - SOUTH,KINGMAN,AZ,35.191800,-114.061120,6,33,1
040029500881,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,KINGMAN HIGH SCHOOL - NORTH,KINGMAN,AZ,35.244670,-114.011470,6,33,1
040029501126,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,HUALAPAI ELEMENTARY SCHOOL,KINGMAN,AZ,35.192510,-114.011320,7,41,1
040029501495,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,CERBAT ELEMENTARY SCHOOL,KINGMAN,AZ,35.268450,-114.017720,7,41,1
040029501544,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,BLACK MOUNTAIN ELEMENTARY SCHOOL,GOLDEN VALLEY,AZ,35.200240,-114.222330,7,43,1
040029501603,0400295,KINGMAN UNIFIED SCHOOL DISTRICT,PASS SCHOOL,KINGMAN,AZ,,,N,N,2
040029602209,0400296,"EL CENTRO FOR THE STUDY OF PRIMARY AND SECONDARY EDUCATION,",ADALBERTO M. GUERRERO SCHOOL,TUCSON,AZ,32.260470,-111.021110,1,11,1
040029702096,0400297,SIERRA SUMMIT ACADEMY,SIERRA SUMMIT ACADEMY,HEREFORD,AZ,31.467390,-110.255480,7,41,1
040029802143,0400298,LEGACY SCHOOLS,LEGACY ELEMENTARY SCHOOL,MESA,AZ,33.415110,-111.670420,1,11,1
040029902099,0400299,"VISIONS UNLIMITED ACADEMY, INC.",VISIONS UNLIMITED ACADEMY,BENSON,AZ,31.988380,-110.277510,6,41,1
040030003168,0400300,"TWENTY FIRST CENTURY CHARTER SCHOOLS, INC.",VENTURE ACADEMY,PHOENIX,AZ,33.524150,-112.121760,1,11,1
040030302181,0400303,"NORTH STAR CHARTER SCHOOL, INC.","NORTH STAR CHARTER SCHOOL, INC.",PHOENIX,AZ,33.493700,-112.291000,1,11,1
040030402332,0400304,"DOVE LEARNING, INC.",DOVE ACADEMY COLLEGE PREPARATORY,PHOENIX,AZ,33.502390,-112.073770,1,11,1
040030402454,0400304,"DOVE LEARNING, INC.",DOVE ACADEMY COLLEGE PREP,PHOENIX,AZ,33.468520,-112.073670,1,11,1
040031002370,0400310,CARDEN ELEMENTARY SCHOOL,CARDEN TRADITIONAL SCHOOL OF SURPRISE,SURPRISE,AZ,33.616980,-112.397260,3,41,1
040031102151,0400311,"E-INSTITUTE CHARTER SCHOOLS, INC.",E-INSTITUTE AT UNION HILLS,GLENDALE,AZ,33.654450,-112.135340,1,11,1
040031103144,0400311,"E-INSTITUTE CHARTER SCHOOLS, INC.",E-INSTITUTE AT ACOMA,"SURPRISE, AZ.",AZ,33.616980,-112.397260,3,41,1
040031202216,0400312,"IRA H. HAYES MEMORIAL APPLIED LEARNING CENTER, INC.",IRA H. HAYES MEMORIAL APPLIED LEARNING CENTER,BAPCHULE,AZ,33.136300,-111.872500,8,41,1
040031302222,0400313,"NEW VISIONS ACADEMY, INC.",NEW VISIONS ACADEMY,COTTONWOOD,AZ,34.737140,-112.022750,4,32,1
040031302224,0400313,"NEW VISIONS ACADEMY, INC.",NEW VISIONS ACADEMY - ST. JOHN'S CAMPUS,ST. JOHNS,AZ,34.504640,-109.364210,6,33,1
040031303075,0400313,"NEW VISIONS ACADEMY, INC.",STAR VALLEY SCHOOL,PAYSON,AZ,34.247140,-111.255530,7,42,1
040031402191,0400314,"DEVELOPING INNOVATIONS IN NAVAJO EDUCATION, INC. (DINE, INC.",DINE SOUTHWEST HIGH SCHOOL,WINSLOW,AZ,35.073100,-110.688700,6,41,1
040031502217,0400315,YAVAPAI ACCOMMODATION SCHOOL DISTRICT,YAVAPAI COUNTY HIGH SCHOOL,PRESCOTT VALLEY,AZ,34.634400,-112.336000,4,23,1
040031602101,0400316,COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,CVIT - MIAMI HIGH SCHOOL,MIAMI,AZ,33.412400,-110.836000,7,41,1
040031602102,0400316,COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,CVIT - HAYDEN HIGH SCHOOL,WINKELMAN,AZ,33.005700,-110.744100,8,43,1
040031602103,0400316,COBRE VALLEY INSTITUTE OF TECHNOLOGY DISTRICT,CVIT - SUPERIOR HIGH SCHOOL,SUPERIOR,AZ,33.279100,-111.110000,3,41,1
040031702202,0400317,KHALSA FAMILY SERVICES,KHALSA SCHOOL,TUCSON,AZ,32.275870,-110.914110,3,21,1
040031802203,0400318,APRENDER TUCSON,SOUTHSIDE COMMUNITY SCHOOL,TUCSON,AZ,32.191590,-110.943110,1,11,1
040031902204,0400319,"TLC CHARTER SCHOOLS, INC,",TRANSFORMATIONAL LEARNING CENTERS,TUCSON,AZ,32.253520,-110.972060,1,11,1
040032002227,0400320,ACORN MONTESSORI CHARTER SCHOOL,ACORN MONTESSORI CHARTER SCHOOL,PRESCOTT VALLEY,AZ,34.600530,-112.332700,4,23,1
040032102155,0400321,"PINNACLE EDUCATION-WMCB, INC.",PINNACLE CHARTER HIGH SCHOOL,TEMPE,AZ,33.363740,-111.912870,2,12,1
040032202205,0400322,"DESERT ROSE ACADEMY,INC.",DESERT ROSE ACADEMY CHARTER SCHOOL,TUCSON,AZ,32.264870,-110.972050,1,11,1
040032302159,0400323,"CROWN CHARTER SCHOOL, INC",CROWN CHARTER SCHOOL,"LITCHFIELD PARK, AZ",AZ,33.529810,-112.327310,8,41,1
040032402160,0400324,"ARIZONA SCHOOL FOR INTEGRATED ACADEMICS AND TECHNOLOGIES, IN",SCHOOL FOR INTEGRATED ACADEMICS AND TECHNOLOGIES,PHOENIX,AZ,33.442940,-112.070550,1,11,1
040032402265,0400324,"ARIZONA SCHOOL FOR INTEGRATED ACADEMICS AND TECHNOLOGIES, IN",SCHOOL FOR INTEGRATED ACADEMICS AND TECHNOLOGIES,TUCSON,AZ,32.208540,-110.941300,1,11,1
040032502161,0400325,SUPERIOR SCHOOL,SUPERIOR SCHOOL,SURPRISE,AZ,33.628290,-112.342290,3,21,1
040032602162,0400326,SUCCESS SCHOOL,ARIZONA CHARTER ACADEMY,SURPRISE,AZ,33.628290,-112.342290,3,21,1
040032602321,0400326,SUCCESS SCHOOL,PRESCOTT VALLEY SCHOOL,PRESCOTT VALLEY,AZ,34.581400,-112.300450,8,41,1
040032702163,0400327,POINTE EDUCATIONAL SERVICES,NORTH POINTE PREPARATORY,PHOENIX,AZ,33.576930,-112.151180,1,11,1
040032702291,0400327,POINTE EDUCATIONAL SERVICES,NORTH POINTE ACADEMY,GLENDALE,AZ,33.654450,-112.164830,1,11,1
040032702372,0400327,POINTE EDUCATIONAL SERVICES,PINNACLE POINTE ACADEMY,GLENDALE,AZ,33.696110,-112.204570,3,21,1
040032702408,0400327,POINTE EDUCATIONAL SERVICES,CANYON POINTE PREPARATORY,PHOENIX,AZ,,,N,N,2
040032802228,0400328,"CENTER FOR CREATIVE EDUCATION, INC",CENTER FOR CREATIVE EDUCATION CHARTER SCHOOL,COTTONWOOD,AZ,34.735450,-112.009730,4,32,1
040032802320,0400328,"CENTER FOR CREATIVE EDUCATION, INC",MONTESSORI CHILDRENS HOUSE,CAMP VERDE,AZ,34.626000,-111.892900,8,42,1
040032902164,0400329,PRIMAVERA TECHNICAL LEARNING CENTER,PRIMAVERA TECHNICAL LEARNING CENTER,CHANDLER,AZ,33.350120,-111.859000,3,21,1
040032903159,0400329,PRIMAVERA TECHNICAL LEARNING CENTER,PRIMAVERA - ONLINE,CHANDLER,AZ,33.350120,-111.859000,3,21,1
040033002206,0400330,"COMPASS HIGH SCHOOL, INC.",COMPASS HIGH SCHOOL,TUCSON,AZ,32.205990,-110.816820,1,11,1
040033202165,0400332,JAMES SANDOVAL PREPARATORY HIGH SCHOOL,JAMES SANDOVAL PREPARATORY HIGH SCHOOL,PHOENIX,AZ,33.492180,-112.203330,1,11,1
040033402166,0400334,WESTWIND MIDDLE SCHOOL ACADEMY,WESTWIND MIDDLE SCHOOL,PHOENIX,AZ,33.552950,-112.102200,1,11,1
040033502230,0400335,TRI-CITY VO/TECH HIGH SCHOOL,TRI-CITY VO/TECH HIGH SCHOOL,PRESCOTT,AZ,34.589350,-112.424880,8,41,1
040033601859,0400336,"TOLCHII' KOOH, INC.",TOLANI LAKE ELEMENTARY SCHOOL ACADEMY,WINSLOW,AZ,35.258500,-110.338000,6,43,1
040033702236,0400337,"ACADEMY OF HOPE, THE",ACADEMY OF HOPE,ASH FORK,AZ,35.206900,-112.613900,8,43,1
040033801915,0400338,"ACCELERATED LEARNING CHARTER SCHOOL, INC.",ACCELERATED LEARNING CHARTER SCHOOL,COTTONWOOD,AZ,34.733540,-112.009950,4,32,1
040033901939,0400339,"DESTINY SCHOOL, INC.",DESTINY SCHOOL,GLOBE,AZ,33.393230,-110.768530,6,33,1
040034001940,0400340,NOAH WEBSTER BASIC SCHOOL,NOAH WEBSTER BASIC SCHOOL,MESA,AZ,33.379000,-111.673930,1,11,1
040034102243,0400341,VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION,MINGUS UNION HIGH SCHOOL,COTTONWOOD,AZ,34.724550,-112.006820,4,32,1
040034102248,0400341,VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION,CAMP VERDE UNIFIED SCHOOL DISTRICT,COTTONWOOD,AZ,34.724550,-112.006820,4,32,1
040034102249,0400341,VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION,SEDONA-OAK CREEK JOINT UNIFIED SCHOOL DISTRICT,COTTONWOOD,AZ,34.724550,-112.006820,4,32,1
040034102565,0400341,VALLEY ACADEMY FOR CAREER AND TECHNOLOGY EDUCATION,VACTE,COTTONWOOD,AZ,34.725800,-112.008000,4,32,3
040034202244,0400342,"AIBT NON-PROFIT CHARTER HIGH SCHOOL, INC. - MESA",RCB HIGH SCHOOL - MESA,MESA,AZ,,,N,N,2
040034302246,0400343,"GRIFFIN FOUNDATION, INC. THE",CHILDREN REACHING FOR THE SKY PREPARATORY,TUCSON,AZ,32.200350,-110.909320,1,11,1
040034401990,0400344,"PATHWAYS KM CHARTER SCHOOLS, INC",PATHWAYS CHARTER HIGH SCHOOL,RIMROCK,AZ,34.654200,-111.778000,8,42,1
040034401992,0400344,"PATHWAYS KM CHARTER SCHOOLS, INC",PATHWAYS PREPARATORY ACADEMY,CAMP VERDE,AZ,34.559900,-111.857000,8,43,1
040034502256,0400345,COCHISE TECHNOLOGY DISTRICT,WILLCOX HIGH SCHOOL,WILLCOX,AZ,32.255490,-109.847120,7,41,1
040034502257,0400345,COCHISE TECHNOLOGY DISTRICT,VALLEY UNION HIGH SCHOOL,ELFRIDA,AZ,31.685590,-109.686170,7,43,1
040034502258,0400345,COCHISE TECHNOLOGY DISTRICT,ST. DAVID HIGH SCHOOL,ST. DAVID,AZ,31.905430,-110.223350,7,42,1
040034502259,0400345,COCHISE TECHNOLOGY DISTRICT,SAN SIMON HIGH SCHOOL,SAN SIMON,AZ,32.207800,-109.345000,7,43,1
040034502260,0400345,COCHISE TECHNOLOGY DISTRICT,TOMBSTONE HIGH SCHOOL,TOMBSTONE,AZ,31.712800,-110.064000,7,43,1
040034502261,0400345,COCHISE TECHNOLOGY DISTRICT,BENSON HIGH SCHOOL,BENSON,AZ,31.965810,-110.298360,6,32,1
040034502262,0400345,COCHISE TECHNOLOGY DISTRICT,BOWIE HIGH SCHOOL,ELFRIDA,AZ,32.326440,-109.492720,7,43,1
040034502421,0400345,COCHISE TECHNOLOGY DISTRICT,DOUGLAS HIGH SCHOOL,DOUGLAS,AZ,31.349640,-109.538790,6,33,1
040034702240,0400347,CAVIAT COCONINO ASSOC FOR VOCATION INDUSTRY AND TECHNOLOGY,CAVIAT-GRAND CANYON HIGH SCHOOL,GRAND CANYON,AZ,36.054400,-112.138600,8,43,1
040034702269,0400347,CAVIAT COCONINO ASSOC FOR VOCATION INDUSTRY AND TECHNOLOGY,CAVIAT-PAGE HIGH SCHOOL,PAGE,AZ,36.909200,-111.454000,4,33,1
040034702270,0400347,CAVIAT COCONINO ASSOC FOR VOCATION INDUSTRY AND TECHNOLOGY,CAVIAT- FREDONIA HIGH SCHOOL,FREDONIA,AZ,36.596500,-112.244600,8,43,1
040034702271,0400347,CAVIAT COCONINO ASSOC FOR VOCATION INDUSTRY AND TECHNOLOGY,CAVIAT- WILLIAMS HIGH SCHOOL,WILLIAMS,AZ,35.244250,-112.194210,8,43,1
040034702470,0400347,CAVIAT COCONINO ASSOC FOR VOCATION INDUSTRY AND TECHNOLOGY,CAVIAT - COCONINO HIGH SCHOOL,PAGE,AZ,36.916700,-111.451000,4,33,3
040034702471,0400347,CAVIAT COCONINO ASSOC FOR VOCATION INDUSTRY AND TECHNOLOGY,CAVIAT - FLAGSTAFF HIGH SCHOOL,PAGE,AZ,36.916700,-111.451000,4,33,3
040034702472,0400347,CAVIAT COCONINO ASSOC FOR VOCATION INDUSTRY AND TECHNOLOGY,CAVIAT - SINAGUA HIGH SCHOOL,PAGE,AZ,36.916700,-111.451000,4,33,3
040034802241,0400348,CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,CASA GRANDE,AZ,32.886470,-111.748630,3,32,1
040034802275,0400348,CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,SANTA CRUZ VALLEY UNION HIGH SCHOOL,ELOY,AZ,32.759300,-111.557010,3,32,1
040034802276,0400348,CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,MARICOPA UNIFIED,MARICOPA,AZ,33.052930,-112.053690,8,42,1
040034802277,0400348,CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,FLORENCE UNIFIED,FLORENCE,AZ,33.028210,-111.387470,3,32,1
040034802278,0400348,CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,COOLIDGE HIGH SCHOOL,COOLIDGE,AZ,32.983000,-111.528290,3,32,1
040034802279,0400348,CENTRAL ARIZONA VALLEY INSTITUTE OF TECHNOLOGY,CASA GRANDE UNION HIGH SCHOOL,CASA GRANDE,AZ,32.886470,-111.748630,3,32,1
040034902242,0400349,GILA INSTITUTE FOR TECHNOLOGY,GILA INSTITUTE FOR TECHNOLOGY,THATCHER,AZ,32.843020,-109.762770,6,33,1
040034902252,0400349,GILA INSTITUTE FOR TECHNOLOGY,SAFFORD HIGH SCHOOL SATELLITE CAMPUS,THATCHER,AZ,32.843080,-109.761080,6,33,1
040034902253,0400349,GILA INSTITUTE FOR TECHNOLOGY,PIMA HIGH SCHOOL SATELLITE CAMPUS,THATCHER,AZ,32.843710,-109.761070,6,33,1
040034902254,0400349,GILA INSTITUTE FOR TECHNOLOGY,FT. THOMAS HIGH SCHOOL SATELLITE CAMPUS,THATCHER,AZ,32.843080,-109.761080,6,33,1
040034902263,0400349,GILA INSTITUTE FOR TECHNOLOGY,THATCHER HIGH SCHOOL SATELLITE CAMPUS,THATCHER,AZ,32.843080,-109.761080,6,33,1
040034902399,0400349,GILA INSTITUTE FOR TECHNOLOGY,DUNCAN HIGH SCHOOL SATELLITE CAMPUS,THATCHER,AZ,32.843080,-109.761080,6,33,1
040034903080,0400349,GILA INSTITUTE FOR TECHNOLOGY,MT. GRAHAM HIGH SCHOOL SATELLITE CAMPUS,SAFFORD,AZ,32.753000,-109.624700,6,42,1
040035002286,0400350,"PEAK SCHOOL INC., THE",THE PEAK SCHOOL,FLAGSTAFF,AZ,35.207930,-111.617070,2,13,1
040035102148,0400351,APEX PUBLIC CHARTER ACADEMY DBA APEX PUBLIC ACADEMY,APEX ACADEMY,APACHE JUNCTION,AZ,33.414890,-111.556460,3,21,1
040035201898,0400352,ESTRELLA PUBLIC CHARTER HIGH SCHOOL DBA ESTRELLA PUBLIC HIGH,ESTRELLA HIGH SCHOOL,AVONDALE,AZ,33.439830,-112.349800,3,23,1
040035301896,0400353,PEORIA ACCELERATED PUBLIC CHARTER HIGH SCHOOL,PEORIA ACCELERATED HIGH SCHOOL,PEORIA,AZ,33.580750,-112.249960,3,21,1
040035401733,0400354,SUN VALLEY PUBLIC CHARTER HIGH SCHOOL,SUN VALLEY HIGH SCHOOL,MESA,AZ,33.393840,-111.771080,1,11,1
040035501734,0400355,WEST PHOENIX PUBLIC CHARTER HIGH SCHOOL,WEST PHOENIX HIGH SCHOOL,PHOENIX,AZ,33.480590,-112.141900,1,11,1
040035602287,0400356,"NOSOTROS, INC",NOSOTROS ACADEMY,TUCSON,AZ,32.227840,-110.988850,1,11,1
040035701732,0400357,APACHE TRAIL PUBLIC CHARTER HIGH SCHOOL,APACHE TRAIL HIGH SCHOOL,APACHE JUNCTION,AZ,33.414890,-111.556460,3,21,1
040035902292,0400359,"CHALLENGER BASIC SCHOOL, INC DBA CHALLENGER BASIC SCHOOL",CHALLENGER BASIC SCHOOL,GILBERT,AZ,33.433960,-111.734830,3,11,1
040036002288,0400360,"SIERRA OAKS SCHOOL, INC",SIERRA OAKS SCHOOL,ORACLE,AZ,32.611400,-110.780490,8,42,1
040036102299,0400361,ARIZONA COMMUNITY DEVELOPMENT CORPORATION,LA PALOMA ACADEMY,TUCSON,AZ,32.247400,-110.858000,1,11,1
040036103143,0400361,ARIZONA COMMUNITY DEVELOPMENT CORPORATION,LA PALOMA ACADEMY - MIDTOWN,TUCSON,AZ,32.223510,-110.926650,1,11,1
040036103165,0400361,ARIZONA COMMUNITY DEVELOPMENT CORPORATION,LA PALOMA ACADEMY (LAKESIDE),TUCSON,AZ,32.191670,-110.818410,1,11,1
040036202298,0400362,ASCENDING ROOTS SCHOLASTIC & ATHLETIC PREMISE,"ASCENDING ROOTS SCHOLASTIC & ATHLETIC PREMISE, INC",PHOENIX,AZ,33.603000,-112.120000,1,11,1
040036302300,0400363,"SC JENSEN CORPORATION, INC. DBA INTELLI-SCHOOL",INTELLI-SCHOOL,PHOENIX,AZ,33.305060,-111.984710,1,11,1
040036400804,0400364,"PAS CHARTER, INC., DBA INTELLI-SCHOOL",INTELLI-SCHOOL - METRO CENTER,PHOENIX,AZ,33.582050,-112.125480,1,11,1
040036502301,0400365,YCFA ACHIEVE ACADEMY DBA YCFA ACHIEVE ACADEMY,YCFA ACHIEVE ACADEMY,PRESCOTT VALLEY,AZ,34.704700,-112.249100,8,42,1
040036602302,0400366,"VALLEY OF THE SUN WALDORF EDUCATION ASSOCIATION, DBA DESERT",DESERT MARIGOLD SCHOOL,PHOENIX,AZ,33.392320,-112.023670,1,11,1
040036702303,0400367,"PIMA PREVENTION PARTNERSHIP DBA PIMA PARTNERSHIP SCHOOL, THE","PIMA PARTNERSHIP SCHOOL, THE",TUCSON,AZ,32.239050,-110.971390,1,11,1
040036802037,0400368,"ACADEMY OF MATH AND SCIENCE, INC.",ACADEMY OF MATH AND SCIENCE,TUCSON,AZ,32.271990,-110.997980,1,11,1
040036902304,0400369,"PROGRESSIVE JUNIOR HIGH SCHOOL, INC.,  DBA PROGRESSIVE JUNIO",PROGRESSIVE JUNIOR HIGH SCHOOL,PHOENIX,AZ,33.466150,-112.092620,1,11,1
040037001597,0400370,MIDTOWN PRIMARY SCHOOL,MIDTOWN PRIMARY SCHOOL,PHOENIX,AZ,33.506040,-112.099480,1,11,1
040037202310,0400372,AIR ACADEMY CHARTER HIGH SCHOOL DBA THOMAS JEFFERSON HIGH SC,THOMAS JEFFERSON HIGH SCHOOL,PHOENIX,AZ,33.509150,-112.085070,1,11,1
040037302311,0400373,"TUCSON INTERNATIONAL ACADEMY, INC.",TUCSON INTERNATIONAL ACADEMY,TUCSON,AZ,32.221180,-110.952670,1,11,1
040037302397,0400373,"TUCSON INTERNATIONAL ACADEMY, INC.",TUCSON INTERNATIONAL ACADEMY MIDVALE,TUCSON,AZ,32.133690,-110.999140,8,41,1
040037402169,0400374,"BELL CANYON CHARTER SCHOOL, INC",IMAGINE CHARTER SCHOOL AT BELL CANYON,PHOENIX,AZ,33.649630,-112.115110,1,11,1
040037502172,0400375,"SIERRA VISTA CHARTER SCHOOL, INC., DBA CHANCELLOR CHARTER SC",IMAGINE CHARTER SCHOOL AT SIERRA VISTA,SIERRA VISTA,AZ,31.552200,-110.288000,5,33,1
040037602313,0400376,"CORTEZ PARK CHARTER MIDDLE SCHOOL, INC., DBA CORTEZ PARK CHA",IMAGINE CHARTER MIDDLE SCHOOL AT CORTEZ PARK,PHOENIX,AZ,33.567490,-112.134600,1,11,1
040037702314,0400377,"WEST GILBERT CHARTER MIDDLE SCHOOL, INC., DBA WEST GILBERT C",IMAGINE CHARTER MIDDLE SCHOOL AT WEST GILBERT,GILBERT,AZ,33.312620,-111.789610,3,21,1
040037802315,0400378,GILA EDUCATIONAL GROUP DBA GILA PREPARATORY ACADEMY,GILA  PREPARATORY ACADEMY,SAFFORD,AZ,32.835840,-109.732690,7,41,1
040037802330,0400378,GILA EDUCATIONAL GROUP DBA GILA PREPARATORY ACADEMY,GILA PREPARATORY ACADEMY MIDDLE SCHOOL,SAFFORD,AZ,32.835840,-109.732690,7,41,1
040037902316,0400379,"FLAGSTAFF UNIFIED SCHOOL DISTRICT CHARTER SCHOOL BOARD, INC",MOUNTAIN ENGLISH SPANISH ACADEMY OF FLAGSTAFF (M.E,FLAGSTAFF,AZ,35.210760,-111.615940,2,13,1
040038002317,0400380,"4-WINDS ACADEMY, INCORPORATED DBA 4-WINDS ACADEMY",4-WINDS ACADEMY,SPRINGERVILLE,AZ,34.132840,-109.276570,6,33,1
040038102319,0400381,CARPE DIEM COLLEGIATE HIGH SCHOOL,CARPE DIEM ACADEMY,YUMA,AZ,32.679900,-114.619000,2,13,1
040038202331,0400382,CALLI OLLIN ACADEMY DBA TOLTECALLI ACADEMY,TOLTECALI ACADEMY,TUCSON,AZ,32.163090,-110.972380,1,11,1
040038302353,0400383,"LIFE SKILLS CENTER OF ARIZONA, INC. DBA LIFE SKILLS CENTER O",LIFE SKILLS CENTER OF ARIZONA,PHOENIX,AZ,33.555710,-112.133760,1,11,1
040038401899,0400384,DESERT HILLS PUBLIC CHARTER HIGH SCHOOL,DESERT HILLS HIGH SCHOOL,GILBERT,AZ,33.378350,-111.753840,3,21,1
040038502016,0400385,OCOTILLO PUBLIC CHARTER HIGH SCHOOL DBA OCOTILLO PUBLIC HIGH,OCOTILLO HIGH SCHOOL,PHOENIX,AZ,33.626130,-112.025530,1,11,1
040038601894,0400386,SUMMIT PUBLIC CHARTER HIGH SCHOOL,SUMMIT HIGH SCHOOL,PHOENIX,AZ,33.466130,-112.064190,1,11,1
040038701735,0400387,TEMPE ACCELERATED PUBLIC CHARTER HIGH SCHOOL,TEMPE ACCELERATED HIGH SCHOOL,TEMPE,AZ,33.379570,-111.893310,2,12,1
040038801736,0400388,TUCSON ACCELERATED PUBLIC CHARTER HIGH SCHOOL,TUCSON ACCELERATED HIGH SCHOOL,TUCSON,AZ,32.250390,-110.826010,1,11,1
040038901737,0400389,MAYA PUBLIC CHARTER HIGH SCHOOL,MAYA HIGH SCHOOL,PHOENIX,AZ,33.538820,-112.137550,1,11,1
040039002289,0400390,"CAMELBACK EDUCATION, INC",CAMELBACK ACADEMY,GLENDALE,AZ,33.508840,-112.223960,3,21,1
040039103074,0400391,VISTA CHARTER SCHOOL,MIDTOWN HIGH SCHOOL,PHOENIX,AZ,33.465060,-112.216970,1,11,1
040039202294,0400392,SUNNYSIDE CHARTER AND MONTESSORI SCHOOL,SUNNYSIDE CHARTER AND MONTESSORI SCHOOL,CAMP VERDE,AZ,34.554600,-111.854000,8,43,1
040039302297,0400393,"LIFELONG LEARNING RESEARCH INSTITUTE, INC DBA LIFELONG LEARN",LIFELONG LEARNING ACADEMY,TUCSON,AZ,32.322680,-111.034630,3,21,1
040039402323,0400394,AVONDALE LEARNING DBA PRECISION ACADEMY,PRECISION ACADEMY,PHOENIX,AZ,33.465060,-112.216970,1,11,1
040039502305,0400395,LEAD CHARTER SCHOOLS,LEADING EDGE ACADEMY,GILBERT,AZ,33.358620,-111.789680,3,21,1
040039502536,0400395,LEAD CHARTER SCHOOLS,LEADING EDGE ACADEMY,QUEEN CREEK,AZ,33.195900,-111.608000,3,42,3
040039502537,0400395,LEAD CHARTER SCHOOLS,LEADING EDGE ACADEMY,GILBERT,AZ,33.364600,-111.783000,3,21,3
040039602306,0400396,ALL ABOARD CHARTER SCHOOL DBA ALL ABOARD CHARTER SCHOOL,ALL ABOARD CHARTER SCHOOL,PHOENIX,AZ,33.523020,-112.133690,1,11,1
040039702307,0400397,"CAFA, INC., DBA CLASSICS AND FOUR ARTS ACADEMY",CLASSICS AND FOUR ARTS ACADEMY,SCOTTSDALE,AZ,33.465550,-111.920400,2,12,1
040039703119,0400397,"CAFA, INC., DBA CLASSICS AND FOUR ARTS ACADEMY",LEARNING FOUNDATION PERFORMING ARTS SCHOOL,MESA,AZ,33.431000,-111.803650,1,11,1
040039802308,0400398,"FOUNDING FATHERS ACADEMIES, INC",JEFFERSON ACADEMY OF ADVANCED LEARNING,SHOW LOW,AZ,34.249150,-110.030360,6,33,1
040039902325,0400399,"MONTESSORI ACADEMY, INC. MONTESSORI ACADEMY",MONTESSORI ACADEMY,SCOTTSDALE,AZ,33.482430,-111.939000,2,12,1
040040101866,0400401,NEW WORLD EDUCATIONAL CENTER,NEW WORLD EDUCATIONAL CENTER,PHOENIX,AZ,33.463010,-112.071000,1,11,1
